Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
J&c Pest Control Services & Dryer Vent Cleaning And Chimney Inspection Of Fl,1540 Monument Rd # 8,Jacksonville,FL,32225,United States,(239) 241-7904,,,,"Contractor, Dryer vent cleaning service",,,,,,,,,,,,30.3479011,'-81.524956,,,,
J&m Building Solutions 1. Llc,10213 Magnolia Ridge Rd,Jacksonville,FL,32210,United States,(904) 735-1369,https://j-m-building-solutions-1-llc.ueniweb.com/,hello@dlselectrical.com,Unknown,Roofing contractor,"Corretora de seguros especializada em benefícios corporativos, Seguros de Vida em Grupo, Planos de Saúde, Planos Odontológicos, Vales Alimentação, Refeição, Combustível.
Com foco de atuação em empresas que buscam a redução de custos e opções para proteção e segurança de seus colaboradores, além de um atendimento diferenciado e mais próximo do cliente.",$5.6 M,3,2017,"73,737","81,811",https://www.linkedin.com/company/ueni-ltd,https://www.facebook.com/ueniltd,https://x.com/ueniltd,https://www.instagram.com/ueni.ltd,https://www.youtube.com/channel/UC8fBh12eIVelFUDWpRp556g,30.2517575,'-81.8298407,,,,
J. Lane Construction,Riverplace Tower 1301 Riverplace Blvd #800,Jacksonville,FL,32207,United States,(904) 500-5263,https://www.jlane.com/,jesse@jlane.com,,"Construction company, General contractor",Commercial General Contractor,,,,,,,https://www.facebook.com/jlaneconstruction,,https://www.instagram.com/jlaneconstruction,https://www.youtube.com/jesselanevlogs,30.3193247,'-81.6563618,,,,
Ja Edwards Of America Roofing - Jacksonville,4570 St Johns Ave Suite A,Jacksonville,FL,32210,United States,(904) 367-2913,https://jaeofamerica.com/jacksonville-fl/,info@jaeofamerica.com,,"Roofing contractor, Skylight contractor",Commercial and Residential Roofing Contractor specializing in storm restoration throughout the State of Florida and North Carolina,$5.2 M,51,2004,"17,176","23,238",https://www.linkedin.com/company/ja-edwards-of-america-inc,,https://x.com/jaearoofs,https://www.instagram.com/jaedwardsofamerica,,30.28816,'-81.7229611,Allen,Crowder,Construction Chief & Officer,allenc@jaeofamerica.com
Jack C. Wilson Roofing Co,4522 St Augustine Rd,Jacksonville,FL,32207,United States,(904) 396-1546,https://www.jackcwilsonroofing.com/,,,"Roofing contractor, Chimney services, Skylight contractor",Jack C. Wilson Roofing Co. understands how hard it can be to find a qualified roofer that offers re-roofing and leak repairs at reasonable prices. We are confident in our ability to do just that. Why Choose Jack C. Wilson Roofing Co.? We are Jacksonvilles Oldest Leak Repair and Re-Roofing Specialist.,<$5 M,<25,,"17,176","23,238",,https://www.facebook.com/jackwilsonroofing,,,,30.2741011,'-81.6401447,,,,
Jack Lee Construction,10578 Crystal Springs Rd,Jacksonville,FL,32221,United States,(904) 783-9039,https://www.jackleeconstruction.net/,jleeconstruction@comcast.net,,"Roofing contractor, Carport and pergola builder, Contractor, General contractor, Home builder, Construction company","For over 40 years, Jack Lee Construction,Inc. has been building quality custom homes in some of the finest communities in Northeast Florida including Duval, Baker, Nassau, Clay and St. Johns Counties. Our company is family owned and operated and we take pride in working one on one with our customers to provide great quality and personal service.",<$5 M,<25,,"15,152","23,236",,,,,,30.3014855,'-81.8387506,,,,
Jacksonville A Roofing,7645 Merrill Rd 304 # 304,Jacksonville,FL,32277,United States,(904) 222-6218,https://jacksonvilleroofing.top/,,,Roofing contractor,Roof Repair in Jacksonville (904) 222-6218 Call Us,,,,,,,,,,,30.3528532,'-81.5707002,,,,
Jacksonville Beach Elite Roof Leak,1214 Shetter Ave,Jacksonville Beach,FL,32250,United States,(904) 789-7488,https://eliteroofleakrepair.site/location/best-roofing-contractors-in-jacksonville-beach,,,Roofing contractor,"Professional roofing services for repairs, replacements, and new roof installations. Same-day appointments available. Call (888) 602-1585.",,,,,,,,,,,30.2868653,'-81.4018575,,,,
Jacksonville Beach Next Level Roofing Contractors,408 6th St S,Jacksonville Beach,FL,32250,United States,(904) 789-7901,https://nextlevelroofrepairs.xyz/location/the-best-roofing-contractors-in-jacksonville-beach,,,Roofing contractor,"For prompt and professional emergency roofing services in Middleburg, FL, trust Next Level Roofing Contractors. We specialize in storm damage repairs, leaks, and more.",,,,,,,,,,,30.2836081,'-81.3944755,,,,
Jacksonville Beach Roofing Pros,3119 Spring Glen Rd Unit 105,Jacksonville,FL,32207,United States,(904) 463-4612,,,,Roofing contractor,,,,,,,,,,,,30.2934213,'-81.609544,,,,
Jacksonville Custom Builders,11234 San Jose Blvd #4,Jacksonville,FL,32223,United States,(904) 619-8312,https://jacksonvillecustombuilders.com/,brian@jacksonvillecustombuilders.com,,General contractor,"Jacksonville Custom Builders Inc is a company that operates in the Construction industry. It employs 1-5 people and has $1M-$5M of revenue. The company is headquartered in Jacksonville, Florida.",<$5 M,<25,,"15,152","23,236",,https://www.facebook.com/jacksonville.custombuilders,https://x.com/JaxCustomBuild,https://www.instagram.com/jaxcustomblder,,30.1712839,'-81.6307731,,,,
Jacksonville Elite Roof Leak,229 E 3rd St,Jacksonville,FL,32206,United States,(904) 789-7514,,,,Roofing contractor,,,,,,,,,,,,30.3390225,'-81.6507551,,,,
Jacksonville Metal Roofing,300 W Adams St,Jacksonville,FL,32202,United States,(904) 944-5468,https://www.jacksonvillemetalroofers.com/,,,Roofing contractor,"Jacksonville Metal Roofing Services | Durable, Energy-Efficient Roofing Solutions Jacksonville’s Trusted Metal Roofing Experts If you’re looking for reliable, long-lasting roofing in Jacksonville, Florida, metal roofing is one of the best investm",,,,,,,,,,,30.3284854,'-81.6617179,,,,
Jacksonville Next Level Roofing Contractors,2562 Orchard St,Jacksonville,FL,32254,United States,(904) 789-7885,https://nextlevelroofrepairs.xyz/location/top-rated-roofing-contractors-in-jacksonville,,,Roofing contractor,"For prompt and professional emergency roofing services in Middleburg, FL, trust Next Level Roofing Contractors. We specialize in storm damage repairs, leaks, and more.",,,,,,,,,,,30.333667,'-81.7076793,,,,
Jacksonville Professional Roofing Company,2649 Rosselle St,Jacksonville,FL,32204,United States,(904) 416-1764,https://roofingprosjacksonville.com/,,,Roofing contractor,Jacksonville Roofing Contractor in providing roof inspection roof repair and roof replacement services for residentials and commercial clients in Jacksonville FL,,,,,,,,https://roofing-phoenix.com/contact,,,30.3196505,'-81.6943237,,,,
Jacksonville Roofing,14444 Beach Blvd #34,Jacksonville Beach,FL,32250,United States,(904) 938-0222,https://roofingprosjax.com/,,,Roofing contractor,Roof Repair in Jacksonville (904) 938-0222 Call Us,,,,,,,,,,,30.287564,'-81.4356026,,,,
Jacksonville Roofing,11043 Crystal Springs Rd Suite 20,Jacksonville,FL,32221,United States,(904) 560-6588,https://jacksonvilleroofteam.com/,,,Roofing contractor,Roof Repair in Jacksonville (904) 560-6588 Call Us,,,,,,,,,,,30.3055862,'-81.8462689,,,,
Jacksonville Roofing,517 Pippin St,Jacksonville,FL,32206,United States,(857) 232-2729,https://jacksonville-roofing.ueniweb.com/,hello@dlselectrical.com,Unknown,Roofing contractor,"Corretora de seguros especializada em benefícios corporativos, Seguros de Vida em Grupo, Planos de Saúde, Planos Odontológicos, Vales Alimentação, Refeição, Combustível.
Com foco de atuação em empresas que buscam a redução de custos e opções para proteção e segurança de seus colaboradores, além de um atendimento diferenciado e mais próximo do cliente.",$5.6 M,3,2017,"73,737","81,811",https://www.linkedin.com/company/ueni-ltd,https://www.facebook.com/ueniltd,https://x.com/ueniltd,https://www.instagram.com/ueni.ltd,https://www.youtube.com/channel/UC8fBh12eIVelFUDWpRp556g,30.3321949,'-81.6467192,,,,
Jacksonville Roofing Company,5419a Alpha Ave,Jacksonville,FL,32205,United States,(904) 257-8093,https://www.jax-roofing.com/,jax.roofing1@gmail.com,Unknown,Roofing contractor,"The best roofing company in Jacksonville, Florida.  Call 904-257-8093 for a free quote.",,,,,,,https://www.facebook.com/Jacksonville-Roofing-Company-108234907186190,https://x.com/JacksonvilleRo8,https://www.instagram.com/jax.roofing,,30.3051057,'-81.7399413,,,,
Jacksonville Roofing Repair And Installations,3955 Riverside Ave,Jacksonville,FL,32205,United States,(786) 652-1600,https://jacksonville-roofing-repair-and-installations.ueniweb.com/,hello@dlselectrical.com,Unknown,Roofing contractor,"Corretora de seguros especializada em benefícios corporativos, Seguros de Vida em Grupo, Planos de Saúde, Planos Odontológicos, Vales Alimentação, Refeição, Combustível.
Com foco de atuação em empresas que buscam a redução de custos e opções para proteção e segurança de seus colaboradores, além de um atendimento diferenciado e mais próximo do cliente.",$5.6 M,3,2017,"73,737","81,811",https://www.linkedin.com/company/ueni-ltd,https://www.facebook.com/ueniltd,https://x.com/ueniltd,https://www.instagram.com/ueni.ltd,https://www.youtube.com/channel/UC8fBh12eIVelFUDWpRp556g,30.2913519,'-81.7118966,,,,
Jacksonville Roofing Usa,,Jacksonville,FL,32210,United States,(904) 516-4279,https://jacksonvilleroofingusa.com/,jgarza741@gmail.com,Unknown,Roofing contractor,"Jacksonville Roofing USA is a roofing company based in Jacksonville, Florida, with over 30 years of experience in providing a wide range of roofing services, including installation, repair, and replacement for both residential and commercial clients. They specialize in various roofing materials such as metal, asphalt shingles, and flat roofs, ensuring quality workmanship and customer satisfaction.",$1.1 M,6,2012,"17,176","23,238",,https://www.facebook.com/jacksonville-roofing-usa-llc-168725184055402,https://www.x.com/jvilleroofing,,,30.2718809,'-81.7447117,,,,
Jacksonville Seamless Gutters,221 N Hogan St,Jacksonville,FL,32202,United States,(904) 549-7457,http://jacksonvilleseamlessgutters.com/about-us/,team@jacksonvilleseamlessgutters.com,,Gutter cleaning service,Your Local Gutter Experts!,$1.1 M,0,,"17,176","23,238",https://www.linkedin.com/company/jacksonville-seamless-gutters,https://www.facebook.com/Jacksonville-Seamless-Gutters-902661329778424,,,,30.3287597,'-81.6598826,,,,
Jacksonville Softwash,3825 Open Creek Ct,Jacksonville,FL,32224,United States,(904) 465-7611,https://www.jacksonvillesoftwash.com/,yourjaxsw@gmail.com,Unknown,"Pressure washing service, Gutter cleaning service, Window cleaning service","Jacksonvilles leading service provider specializing in 
 Soft Washing and offering the latest cleaning methods with Pressure Washing to Power Washing.",,,,,,,https://www.facebook.com/yourjaxsw,,https://www.instagram.com/jacksonville_softwash,,30.2762382,'-81.4548071,,,,
"Jada Roofing, Llc",4137 Pinto Rd,Middleburg,FL,32068,United States,(904) 606-7663,https://www.jadaroofing.com/,info@jadaroofing.com,Service busy,Roofing contractor,"JADA Roofing, LLC is one of NE Floridas premier full service roofing contractors offering all variations of residential and commercial roofs. We pride ourselves on an unparalleled customer service tradition that we commit to with each and every client.",$2 M,2,,,,https://www.linkedin.com/company/jada-roofing,https://www.facebook.com/JADAroofing,,https://www.instagram.com/jadaroofingllc,https://www.youtube.com/channel/UCJw3vctUt5J77UdbqMKdYZA,30.1093355,'-81.8788436,,,,
Janney Roofing,3728 Philips Hwy Suite 45,Jacksonville,FL,32207,United States,(904) 799-1365,https://janneyroofing.com/jacksonville/roofing-company/,email@janneyroofing.com,,Roofing contractor,"Your Expert Roofing Guide in Florida
At Janney Roofing, we do more than repair and replace roofs, we provide a guided experience for homeowners and property managers from start to finish. We serve residential homeowners and property owners of multi-family properties.",$3.4 M,58,2006,"17,176","23,238",https://www.linkedin.com/company/janney-construction,https://www.facebook.com/JanneyRoofing,https://www.x.com/janneyroofing,https://www.instagram.com/janneyroofing,https://www.youtube.com/channel/UCvdOTtEwvbI7v99ziC3myfQ,30.28449,'-81.6325129,Craig,Lansing,,clansing@janneyroofing.com
Jax Empire Services,5875 Finch Ave,Jacksonville,FL,32219,United States,(904) 945-7663,,,,Contractor,,,,,,,,,,,,30.4005404,'-81.7404799,,,,
Jax Exterior Cleaning & Paver Sealing,1210 Mayer Dr,Jacksonville,FL,32211,United States,(904) 444-9190,https://www.jaxexteriorcleaning.com/,jaxexteriorcleaning@gmail.com,Unknown,Pressure washing service,"Jax Exterior Cleaning and Paver Sealing is a licensed exterior cleaning service based in Jacksonville, Florida, specializing in paver sealing, house washing, and roof cleaning. They also offer services such as high pressure cleaning, gutter cleaning, and soft washing to enhance and maintain the exterior of residential properties.",$1.3 M,7,,"76,769","56,561",,https://www.facebook.com/Jaxexteriorclean,https://x.com/Jaxexteriorclean,https://instagram.com/Jaxexteriorclean,,30.3326883,'-81.5925213,,,,
Jax Handyman Pro,1903 Ashmore Green Dr,Jacksonville,FL,32246,United States,(904) 404-6919,,,,Handyman/Handywoman/Handyperson,,,,,,,,,,,,30.3146099,'-81.4771793,,,,
Jax Proven Progress Llc,14559 Millhopper Rd,Jacksonville,FL,32258,United States,(904) 704-0640,https://dinoroofs.com/,,,"Roofing contractor, Siding contractor","Welcome to Dino Roofs Top-Quality Roofing You Can Rely On We believe in putting customers first. We can assure you qualitative and competitive services and prices Contact Us Owned By: Jax Proven Progress LLC About us Built on Trust, Roofed with Excel",,,,,,,https://facebook.com,,https://instagram.com,,30.1148991,'-81.5085176,,,,
Jax Roofing Company,3570 Lita Rd E,Jacksonville,FL,32257,United States,(904) 621-6005,,,,Roofing contractor,,,,,,,,,,,,30.2086663,'-81.6203981,,,,
"Jax Roofing, LLC®",6226 Wesconnett Blvd,Jacksonville,FL,32244,United States,(904) 434-7346,https://www.jaxroofing.net/,jaime@jaxroofing.net,,Roofing contractor,"We know that you have a choice of roofing contractors in the area and we appreciate your consideration. With over 15 years experience, our goal has always been to ensure the complete satisfaction of every client, while offering knowledgeable and friendly services at competitive rates.",$228 K,<25,,"17,176","23,238",,https://www.facebook.com/pages/Jax-Roofing-LLC/186818391423994,,,,30.2367458,'-81.7396557,,,,
Jaxroofing,3416 Donzi Way E,Jacksonville,FL,32223,United States,(904) 720-2119,https://www.jaxroofing.net/,jaime@jaxroofing.net,,Roofing contractor,"We know that you have a choice of roofing contractors in the area and we appreciate your consideration. With over 15 years experience, our goal has always been to ensure the complete satisfaction of every client, while offering knowledgeable and friendly services at competitive rates.",$228 K,<25,,"17,176","23,238",,https://www.facebook.com/pages/Jax-Roofing-LLC/186818391423994,,,,30.1686231,'-81.6205643,,,,
Jbl Construction Inc,4617 San Juan Ave Suite 200,Jacksonville,FL,32210,United States,(904) 381-0074,https://jblconstruction.com/,,,Construction company,"JBL Construction is a Florida-based general contractor, built on trust, precision, and a deep understanding of Building Science. With a foundation in engineering expertise, we take a hands-on, in-house approach to every project, ensuring craftsmanshi",,,,,,https://www.linkedin.com/company/15571760/admin/dashboard,https://www.facebook.com/thejblcteam,,https://www.instagram.com/thejblcteam,,30.2824777,'-81.72487,,,,
Jbl Roofing,1949 Jersey St,Jacksonville,FL,32210,United States,(904) 927-2800,https://jbl-roofing.com/,,,Roofing contractor,"At JBL Roofing, we specialize in delivering exceptional roofing services for both residential and commercial projects. With a commitment to quality and customer satisfaction, we build lasting partnerships with our clients.",,1,2024,,,https://www.linkedin.com/company/jbl-roofing-llc,,,https://www.instagram.com/jbl_roofing,,30.282894,'-81.723889,,,,
Jebco Weather Defense,530 Ellis Rd S 204 Suite #204,Jacksonville,FL,32254,United States,(904) 379-4999,https://jebcoweatherdefense.com/,info@jebcowd.com,Unknown,"Roofing contractor, Metal fabricator, Waterproofing service","For over ten years in the North Florida & Jacksonville areas, JEBCO has empowered facilities owners and property managers in executing a customized solution to solve their specific challenges. Invest for the long-term while solving immediate problems with JEBCOs Predictable Solution.",,7,2019,,,https://www.linkedin.com/company/jebco-weatherproofing-management/about,,,,,30.3183846,'-81.7448026,,,,
Jim Furlong Home Improvements Llc,5635 Vista Verde St,Jacksonville,FL,32244,United States,(904) 497-5941,,,,Contractor,,,,,,,,,,,,30.228203,'-81.7285462,,,,
Jlc Construction | Jacksonville Commercial Contractor,26 Burling Way,Jacksonville Beach,FL,32250,United States,(904) 309-3045,https://www.jlcjax.com/,johnkleynes@gmail.com,Unknown,"Construction company, Building consultant, Building firm, Building restoration service, Contractor, Fire damage restoration service, General contractor, Water damage restoration service","JLC Construction has specialized in Older Home/Building Restoration and Preservation. We have been working with older/historic building re-purposing and renovations since 1999. Call us to discuss our history of restorations from the Riverside, Avondale, Springfield areas.",$5.6 M,14,1999,"15,152","23,236",https://www.linkedin.com/company/jlc-construction-llc,https://www.facebook.com/jlc-construction-jacksonville-contractor-1081505408651738,https://jlcjax.com/services,,,30.2682754,'-81.3930928,,,,
Jm Construction,5733 Bender Ct,Jacksonville,FL,32207,United States,(904) 760-7246,,,,Contractor,,,,,,,,,,,,30.2827841,'-81.6037802,,,,
Jnh Roofing Specialist Llc,63 Halsema Rd N,Jacksonville,FL,32220,United States,(904) 319-2883,https://www.jnhroofingspecialist.com/,thouston@jnhroofingspecialist.com,Unknown,Roofing contractor,"All key RSI employees the day-to-day, onsite managers of customers projects have been with the company for a minimum of 12 years. Roofing Specialists has been in business since 1994, but our staff is made up of trained, career-long craftsmen who have been working with specialty roofing materials for decades.",,<25,1994,"17,176","23,238",https://www.linkedin.com/company/3352310,https://www.facebook.com/roofingnow,https://www.x.com/maxsusinc,,,30.3136641,'-81.8690174,,,,
Joe Allen Pressure Washing Llc,15206 Parete Rd,Jacksonville,FL,32218,United States,(904) 707-4959,,,,"Pressure washing service, Gutter cleaning service, Window cleaning service",,,,,,,,,,,,30.5150818,'-81.7336703,,,,
John & Sons Roof Repair,11173 Beach Blvd 110 #110,Jacksonville,FL,32246,United States,(904) 937-9379,https://johnandsonsroofrepair.com/,,,Roofing contractor,Roof Repair in Jacksonville (904) 937-9379 Call Us,,,,,,,,,,,30.2874322,'-81.5299353,,,,
Johnson Roofing & Construction Inc,76 S Laura St # 2200,Jacksonville,FL,32202,United States,(904) 224-1996,,,,Roofing contractor,,,,,,,,,,,,30.3259687,'-81.6597576,,,,
Jsl Construction Llc,11745 Loretto Woods Ct,Jacksonville,FL,32223,United States,(904) 415-3019,,,,Construction company,,,,,,,,,,,,30.1592868,'-81.6377673,,,,
Jvi Construction Group Llc,9428 Baymeadows Rd Ste 502,Jacksonville,FL,32256,United States,(904) 604-6220,https://jviconllc.com/,jvega@jviconllc.com,Unknown,"Roofing contractor, Home builder, General contractor",JVI Construction Group LLC – We Build For The Future,,,,,,,https://www.facebook.com/people/Jvi-construction-group-llc/61559571083537,,,https://www.youtube.com/@jviconstructiongroupllc5859,30.2195529,'-81.5623,,,,
Jwb Construction Group,200 N Laura St 2nd Floor,Jacksonville,FL,32202,United States,(904) 737-0035,https://www.jwbrealestatecapital.com/jwb-construction-group-10-largest-homebuilder-in-jacksonvill/,blog@jwbrealestatecapital.com,,Construction company,"Founded in 2006, JWB Real Estate Capital is a property management company. It offers real estate development, real estate investments, and property management services. The company is based in Jacksonville, Florida.",$92.1 M,62,2006,"83,832","62,624",https://linkedin.com/company/jwb-real-estate,https://www.facebook.com/JWBRealEstateCompanies,https://x.com/jwbcompanies,https://www.instagram.com/jwbrealestatecompanies,https://www.youtube.com/@notyouraverageinvestor,30.3282632,'-81.6591124,Maddie,Riggar,Portfolio Manager,mriggar@jwbrealestatecapital.com
K & G Construction Company Inc,542 Edgewood Ave S,Jacksonville,FL,32205,United States,(904) 772-1316,https://www.kandgcontractors.com/,contact@kandgcontractors.com,,"Roofing contractor, General contractor","Since 1978, K&G Construction has earned a reputation for excellence by ensuring that every job meets our strict standards and every customer is satisfied.",$3 M,54,1978,"15,152","23,236",,https://www.facebook.com/k-g-construction-inc-182298631814706,,,,30.3170041,'-81.7239552,Aaron,Galley,President,aaron@kandgcontractors.com
"K&d Roofing & Construction Company, Inc.",74 6th St S Suite 104,Jacksonville Beach,FL,32250,United States,(904) 541-1700,https://www.kanddroofing.com/,sales@kanddroofing.com,,Roofing contractor,"K&D Roofing is a locally owned and family-operated business. It is a highly accredited GAF Master Elite Contractor in Northeast Florida. We specialize in residential, commercial, insurance claims, and multifamily roofing projects. The owner is a HAAG certified residential inspector specializing in wind and hail damage.",<$5 M,3,1997,"17,176","23,238",,https://www.facebook.com/kd-roofing-construction-coinc-474690282668414,https://www.x.com/kdroofingconst1,,,30.2869331,'-81.3952232,,,,
Kbt Contracting Corp.,5105 Blanding Blvd,Jacksonville,FL,32210,United States,(904) 647-9200,https://www.kbtcorp.com/,dtant@kbtcorp.com,,Contractor,"KBT Contracting Corporation is a full-service commercial construction company based in Jacksonville, FL, serving Northeast Florida since 1996. The company specializes in renovations, design/build construction, new construction, pre-engineered metal buildings, and roofing services, catering to federal, state, local government, and commercial clients.",$1.2 M,6,1996,"15,154","23,236",https://www.linkedin.com/company/kbt-contracting-corp,https://facebook.com/Kbt-Contracting-Corp-1077497655607722,https://x.com/kbtcontracting,,,30.2509001,'-81.7427849,Don,Tant,Construction Project Manager,dtant@kbtcorp.com
Kc Constructors Inc,216 W 21st St,Jacksonville,FL,32206,United States,(904) 327-6300,https://www.kccdesignbuild.com/,,,General contractor,Well get the job done!,,,,,,,,,,,30.3568968,'-81.6575933,,,,
Keegan Roofing & Repair,1024 Kings Ave,Jacksonville,FL,32207,United States,(386) 342-4941,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.3157216,'-81.6541194,,,,
Keith Stern Roofing,656 Blanding Blvd,Orange Park,FL,32073,United States,(904) 272-0244,https://www.keithsternroofing.com/,keithsternroofing@yahoo.com,,Roofing contractor,"His professional reputation for quality service and satisfied customers is outstanding. Keith always strives for excellence and integrity in all his endeavors, while his honesty and work ethics are his trademark. Keith Stern Roofing recognizes that your house is a valuable asset and that you are financially and emotionally committed to it.",$1.7 M,6,1992,"17,176","23,238",https://www.linkedin.com/company/keith-stern-roofing,https://www.facebook.com/KeithSternRoofingFL,https://x.com/KeithSternRoofingFL,https://www.instagram.com/ksroofing7,,30.1502394,'-81.7550836,Keith,Stern,Owner and President,k.stern@keithsternroofing.com
Kelly Family Roof Install,1760 Edgewood Ave W Suite B,Jacksonville,FL,32208,United States,(904) 474-5672,https://kellyfamilyroofrepair.com/,,,Roofing contractor,Roof Repair in Jacksonville (904) 474-5672 Call Us,,,,,,,,,,,30.3858392,'-81.6869905,,,,
"Ken Wellman Company, Inc.",2941 Edison Ave,Jacksonville,FL,32254,United States,(904) 993-1961,,,,Roofing contractor,,,,,,,,,,,,30.3231386,'-81.7035315,,,,
Kevin Siding Contractor,14165 N Main St,Jacksonville,FL,32218,United States,(904) 453-8720,https://jacksonvillesidingcontractors.com/,,,"Siding contractor, Door supplier, PVC windows supplier, Window installation service",,,,,,,,,,,,30.4939393,'-81.6232403,,,,
Kim Jacksonville Roof Install,5233 Ricker Rd 104 Ste 104,Jacksonville,FL,32210,United States,(904) 850-6333,https://roofingpros-jacksonville.cc/,,,Roofing contractor,Roof Repair in Jacksonville (904) 850-6333 Call Us,,,,,,,,,,,30.2496551,'-81.7725915,,,,
King Brother Roof Repair,13475 Atlantic Blvd 25 Unit 25,Jacksonville,FL,32225,United States,(904) 853-8333,https://kingbrothersroofrepair.top/,,,Roofing contractor,Roof Repair in Jacksonville (904) 853-8333 Call Us,,,,,,,,,,,30.3222754,'-81.4525321,,,,
Kingdom Business Laborers,1125 Arlington Rd N,Jacksonville,FL,32211,United States,(904) 901-5312,,,,Roofing contractor,,,,,,,,,,,,30.3312682,'-81.587672,,,,
Kingdom's Contracting And Roofing,4822 Rosselle St,Jacksonville,FL,32254,United States,(904) 699-4646,https://kingdomscontracting.com/,kingdomscontracting@gmail.com,,"Roofing contractor, Real estate developer, Home builder",Garage conversions in Florida by licensed contractors with 15+ years experience. Transform your space today with Kingdoms Contracting.,,,,,,,https://www.facebook.com/kingdomscontracting,,https://www.instagram.com/kingdomscontracting,,30.3183221,'-81.7290731,,,,
"Kinsall & Son's Roofing, Inc.",7052 Prestwick Cir S,Jacksonville,FL,32244,United States,(904) 779-7900,https://kinsallandsonsroofing.com/,sales@kinsallandsonsroofing.com,,Roofing contractor,"Top roofing companies in Orange Park, Florida, offering reliable services and free estimates. Contact us today for quality roof repairs and replacements.",,,,,,,,,,,30.1923065,'-81.7596927,,,,
"Kms Systems, Inc.",1301 Penman Rd Ste C,Jacksonville Beach,FL,32250,United States,(904) 568-4211,https://www.kmssystemsinc.com/,kevin@kmssystemsinc.com,,"Siding contractor, Screen repair service, Sunroom contractor, Window installation service","KMS Systems, Inc., a Florida corporation, was founded in 1992 as a marine construction company. Today, KMS Systems is a Florida State Certified Building Contractor CBC#: 1258387 and specializes in major residential home improvements including; Kitchens, Sunrooms, Screen Rooms, Siding, and Windows.",<$5 M,<25,1992,"17,176","23,238",,https://www.facebook.com/pages/KMS-Systems-Inc/572244022798381,,,,30.300331,'-81.406173,Km,Fitzgerald,"Director, Construction Florida State Certified Building & Contractor",fitzgerald@kmssystemsinc.com
Koehler Home Improvement,6005 Powers Ave Suite #105,Jacksonville,FL,32217,United States,(904) 580-3777,https://koehlerhomesinc.com/,info@koehlerhomesinc.com,,"Window installation service, Door manufacturer, Door shop, Door supplier, Home improvement store, Siding contractor, Window supplier","Koehler Home Improvement is a family-owned business based in Jacksonville, FL, with over 40 years of experience in providing high-quality exterior home improvement services. They specialize in window replacements, doors, siding, and exterior painting, focusing on energy efficiency and customer satisfaction.",$1.1 M,7,2007,"52,525","42,423",,https://www.facebook.com/people/Koehler-Home-Improvement/100092507963765,https://www.x.com/koehlerpros,,,30.2622252,'-81.6204113,Les,Koehler,Owner,lkoehler@koehlerhomesinc.com
Ktm Roofing,1100 Us-23,Jacksonville,FL,32203,United States,(904) 664-9936,https://ktmroofs.com/,contact@ktmroofs.com,Unknown,"Roofing contractor, Roofing supply store, Siding contractor","KTM Exteriors is a woman-owned Jacksonville, FL roofer with 30+ years of experience providing roofing, siding, windows, and skylights built for Florida homes.",,,,,,,https://www.facebook.com/KTMRoofsFL,,https://www.instagram.com/ktmroofsfl,,30.3386215,'-81.671662,,,,
L2p Builders,6100 Greenland Rd Suite 402 C,Jacksonville,FL,32258,United States,(904) 885-0070,https://www.l2pbuilders.com/,,,"General contractor, Dry wall contractor, Siding contractor","L2P Builders delivers high-quality commercial construction, design-build services, and renovations across Northeast Florida. Trusted by developers & businesses.",,,,,,,,,https://www.instagram.com/l2p_builders515,,30.1610014,'-81.5475693,,,,
Land Roofing Co,10852 Lem Turner Rd,Jacksonville,FL,32218,United States,(904) 554-7663,https://www.landroofingco.com/,,,"Roofing contractor, Building restoration service, Home inspector",Land Roofing Company is a third generation family-owned residential and commercial roofing contractor with a dedication to mastery and excellence in all things roofing.,,,,,,,,https://www.genflex.com,,,30.4321419,'-81.6951802,,,,
"Landsouth Construction, Llc",4233 Pablo Professional Ct #101,Jacksonville,FL,32224,United States,(904) 273-6004,https://www.landsouth.com/,recruiting@landsouth.com,,General contractor,"Founded in 1998, LandSouth Construction builds senior living, multifamily and mixed-use living units across Florida, North Carolina, Georgia, South Carolina, Alabama, Tennessee and Virginia. The company is headquartered in Jacksonville, Florida.",$388.5 M,100,1998,"83,836","62,623",https://www.linkedin.com/company/349612,https://www.facebook.com/LandSouthConstruction,https://www.x.com/landsouthjax,,,30.2685334,'-81.4444758,Hunter,Barkentin,Project Manager,hbarkentin@landsouth.com
"Lansing Building Products - Jacksonville, Fl",Dr Building Kenan 500,Jacksonville,FL,32258,United States,(904) 519-1227,https://www.lansingnow.com/visitor/lansing-branches/florida/jacksonville-fl,,,"Building materials supplier, Building materials store, Door supplier, Window supplier","LansingNOW. The online destination powered by your Lansing branch. Register today to benefit from order notifications, account tools, and programs that support your business.",,,,,,,,,,,30.1379253,'-81.5251681,,,,
